mitra_id,kode_mitra,akun_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_mitra_id,status_mitra_id,skala_kerjasama_id,nama_mitra,nama_badan_hukum,nib,npwp,nama_pic,jabatan_pic,kontak_pic,email_pic,alamat_mitra,wilayah_operasional,deskripsi_dukungan,logo_url,foto_cover_url,status_verified,is_deleted,deleted_at,archived_at,created_at,updated_at
MTR000719,MITRA-2026-00719,AKUN005969,ADM000061,LOK003538,JM07,AKTIF,KABUPATEN,PT Mandiri Sejahtera,PT Mandiri Sejahtera,9192189860473,34.018.685.9-477.783,Adit Setiawan,Koordinator Kemitraan,089681709849,pt-mandiri-sejahtera719@go.id,"Jl. Kartini No. 67 RT 07/RW 06, kantor operasional PT Mandiri Sejahtera",Nasional,"PT Mandiri Sejahtera membuka program kolaborasi untuk UMKM pada bidang akses marketplace, promosi digital, pemasaran dengan bentuk dukungan kemitraan penjualan, klinik konsultasi, promosi digital, akses marketplace.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000719.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000719.webp,true,false,,,2024-11-06 10:44:31,2024-12-13 10:44:31
MTR000720,MITRA-2026-00720,AKUN005970,,LOK003561,JM10,MENUNGGU_VERIFIKASI,LOKAL,Media Pasar Online Indonesia,Media Pasar Online Indonesia Mandiri,3399755322299,14.839.598.1-600.817,Endang Suryani,Koordinator Kemitraan,089776462946,admin-media-pasar-online-indonesia@ac.id,"Jl. KH Ahmad Dahlan No. 111 RT 05/RW 01, kantor operasional Media Pasar Online Indonesia",Solo Raya,"Media Pasar Online Indonesia mendukung UMKM melalui pendampingan konten, kemitraan penjualan pada bidang pemasaran, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000720.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000720.webp,false,false,,,2025-01-26 12:44:10,2025-03-30 12:44:10
MTR000721,MITRA-2026-00721,AKUN005971,ADM000026,LOK003584,JM03,AKTIF,NASIONAL,CV Pasar Rakyat,CV Pasar Rakyat,1407027888893,,Mujiono Hapsari,Koordinator Kemitraan,08137174146,halo21.cv-pasar-rakyat@mitra.id,"Pasar Gede Los H-197, kantor operasional CV Pasar Rakyat",Jawa-Bali,"CV Pasar Rakyat berperan sebagai mitra pendamping yang menyediakan kurasi produk, klinik konsultasi, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000721.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000721.webp,true,false,,,2026-01-11 16:50:05,2026-01-16 16:50:05
MTR000722,MITRA-2026-00722,AKUN005972,ADM000152,LOK003607,JM03,AKTIF,LOKAL,PT Nusantara Berdaya,PT Nusantara Berdaya,2216123956166,50.747.645.3-728.640,Devi Afifan,Business Development,081273398500,pt-nusantara-berdaya722@mitra.id,"Sentra UMKM Kartasura, Kios G30, kantor operasional PT Nusantara Berdaya",Jawa-Bali,"PT Nusantara Berdaya berperan sebagai mitra pendamping yang menyediakan kurasi produk, akses gudang bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000722.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000722.webp,true,false,,,2024-05-16 01:16:21,2024-05-23 01:16:21
MTR000723,MITRA-2026-00723,AKUN005973,ADM000248,LOK003630,JM10,AKTIF,KABUPATEN,Agensi Sahabat Produk Lokal,Agensi Sahabat Produk Lokal Mandiri,,11.136.691.4-616.786,Syifa Kusuma,Koordinator Kemitraan,087725489404,kemitraan-agensi-sahabat-produk-lokal@corp.id,"Jl. Merpati No. 234 RT 11/RW 06, kantor operasional Agensi Sahabat Produk Lokal",Jawa Tengah,"Agensi Sahabat Produk Lokal membuka program kolaborasi untuk UMKM pada bidang digitalisasi, promosi digital dengan bentuk dukungan pendampingan konten, kurasi produk, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000723.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000723.webp,true,false,,,2026-05-06 13:02:55,2026-06-05 13:02:55
MTR000724,MITRA-2026-00724,AKUN005974,ADM000004,LOK003653,JM04,AKTIF,LOKAL,Institut Sahabat UMKM,Institut Sahabat UMKM Mandiri,,84.021.896.5-625.076,Dewi Azzahra,Koordinator Kemitraan,087866299041,institut-sahabat-umkm.cs@mitra.id,"Jl. Pemuda No. 238 RT 13/RW 05, kantor operasional Institut Sahabat UMKM",Jawa-Bali,"Institut Sahabat UMKM berperan sebagai mitra pendamping yang menyediakan mentoring, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000724.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000724.webp,true,false,,,2024-02-11 21:45:52,2024-04-14 21:45:52
MTR000725,MITRA-2026-00725,AKUN005975,ADM000011,LOK003676,JM11,AKTIF,NASIONAL,Koperasi Logistik Prima,Koperasi Logistik Prima,1246920485916,,Wahyu Anggraini,Business Development,08824703998,koperasi-logistik-prima725@mitra.id,"Sentra UMKM Colomadu, Kios H9, kantor operasional Koperasi Logistik Prima",Solo Raya,"Koperasi Logistik Prima mendukung UMKM melalui kurasi produk, akses pameran pada bidang pemasaran, permodalan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000725.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000725.webp,true,false,,,2025-05-08 08:08:46,2025-06-21 08:08:46
MTR000726,MITRA-2026-00726,AKUN005976,,LOK003699,JM05,NONAKTIF,LOKAL,Asosiasi Tumbuh Bersama,Asosiasi Tumbuh Bersama Mandiri,2259553717710,,Farhan Wijayanti,PIC CSR,085342255521,cs-asosiasi-tumbuh-bersama@mitra.id,"Pasar Beringharjo Los F-35, kantor operasional Asosiasi Tumbuh Bersama",Nasional,"Asosiasi Tumbuh Bersama membuka program kolaborasi untuk UMKM pada bidang pemasaran, pelatihan, pendampingan bisnis dengan bentuk dukungan mentoring, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000726.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000726.webp,false,false,,,2026-05-07 23:19:57,2026-06-25 23:19:57
MTR000727,MITRA-2026-00727,AKUN005977,ADM000026,LOK003722,JM06,AKTIF,NASIONAL,Bank Kampus Wirausaha,Bank Kampus Wirausaha Mandiri,2169948992017,62.104.054.8-687.846,Salsa Handayani,Business Development,0856254087058,bank-kampus-wirausaha727@corp.id,"Kompleks Ruko Griya Usaha Blok A No. 47, kantor operasional Bank Kampus Wirausaha",Jawa Tengah,"Bank Kampus Wirausaha mendukung UMKM melalui pinjaman lunak, pendampingan konten pada bidang legalitas usaha, permodalan, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000727.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000727.webp,true,false,,,2025-08-27 00:23:06,2025-11-11 00:23:06
MTR000728,MITRA-2026-00728,AKUN005978,ADM000227,LOK003745,JM03,AKTIF,LOKAL,PT Kolaborasi Karya,PT Kolaborasi Karya,,72.093.894.9-501.682,Bagus Wijaya,Koordinator Kemitraan,082360655568,halo.pt-kolaborasi-karya@corp.id,"Pasar Pucangsawit Los F-74, kantor operasional PT Kolaborasi Karya",Kabupaten/Kota,"PT Kolaborasi Karya mendukung UMKM melalui klinik konsultasi, pendampingan konten pada bidang pemasaran, desain kemasan, distribusi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000728.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000728.webp,true,false,,,2024-02-13 12:54:18,2024-04-18 12:54:18
MTR000729,MITRA-2026-00729,AKUN005979,ADM000105,LOK003768,JM07,AKTIF,LOKAL,PT Akselerasi Digital,PT Akselerasi Digital,2186581562148,,Niken Haunan,Koordinator Kemitraan,08589663481,pt-akselerasi-digital.cs@go.id,"Jl. Industri Kecil No. 83 RT 05/RW 01, kantor operasional PT Akselerasi Digital",Jawa-Bali,"PT Akselerasi Digital mendukung UMKM melalui klinik konsultasi, akses marketplace, kemitraan penjualan, pendampingan konten pada bidang digitalisasi, promosi digital, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000729.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000729.webp,true,false,,,2025-04-23 14:50:47,2025-05-04 14:50:47
MTR000730,MITRA-2026-00730,AKUN005980,ADM000237,LOK003791,JM05,AKTIF,LOKAL,Asosiasi Riset dan Inovasi,Asosiasi Riset dan Inovasi Mandiri,,86.200.781.2-734.057,Dinda Hylmi,Kepala Divisi UMKM,081289988918,asosiasi-riset-dan-inovasi.sales@corp.id,"Kompleks Ruko Pasar Modern Blok F No. 49, kantor operasional Asosiasi Riset dan Inovasi",Solo Raya,"Asosiasi Riset dan Inovasi membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, pemasaran, pelatihan, akses marketplace dengan bentuk dukungan promosi digital, akses pameran, kemitraan penjualan, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000730.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000730.webp,true,false,,,2026-03-25 10:42:48,2026-04-23 10:42:48
MTR000731,MITRA-2026-00731,AKUN005981,,LOK003814,JM07,MENUNGGU_VERIFIKASI,LOKAL,Marketplace Digital Niaga,Marketplace Digital Niaga Mandiri,2212255507754,98.097.633.3-104.185,Pram Subianto,PIC CSR,08539458214,kontak-marketplace-digital-niaga@go.id,"Jl. Letjen Suprapto Gang Pandan No. 233, kantor operasional Marketplace Digital Niaga",Jawa-Bali,"Marketplace Digital Niaga membuka program kolaborasi untuk UMKM pada bidang promosi digital, pemasaran, akses marketplace, digitalisasi dengan bentuk dukungan kurasi produk, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000731.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000731.webp,false,false,,,2024-11-09 16:17:35,2024-11-22 16:17:35
MTR000732,MITRA-2026-00732,AKUN005982,ADM000076,LOK003837,JM04,AKTIF,KABUPATEN,Universitas Akses Modal Mandiri,Universitas Akses Modal Mandiri Mandiri,,,Adeliya Hermawan,PIC CSR,0896536456220,universitas-akses-modal-mandiri732@go.id,"Sentra UMKM Colomadu, Kios B11, kantor operasional Universitas Akses Modal Mandiri",Nasional,"Universitas Akses Modal Mandiri membuka program kolaborasi untuk UMKM pada bidang digitalisasi, riset produk, pelatihan, pendampingan bisnis dengan bentuk dukungan pendampingan konten, konsultasi legal, kurasi produk, kelas pelatihan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000732.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000732.webp,true,false,,,2024-05-22 04:26:49,2024-07-18 04:26:49
MTR000733,MITRA-2026-00733,AKUN005983,ADM000020,LOK003860,JM02,AKTIF,KABUPATEN,PT Konsultan Legal UMKM,PT Konsultan Legal UMKM,2229631955131,81.109.009.5-807.235,Jonnathan Hakim,Business Development,08221120236,cs33.pt-konsultan-legal-umkm@ac.id,"Jl. Pandanaran Gang Mawar No. 71, kantor operasional PT Konsultan Legal UMKM",Jawa-Bali,"PT Konsultan Legal UMKM berperan sebagai mitra pendamping yang menyediakan promosi digital, mentoring, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000733.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000733.webp,true,false,,,2024-04-26 23:50:08,2024-05-23 23:50:08
MTR000734,MITRA-2026-00734,AKUN005984,ADM000222,LOK003883,JM01,AKTIF,NASIONAL,Badan Kreasi Muda,Badan Kreasi Muda Mandiri,9135375469499,81.048.827.6-069.332,Viola Maharani,Manajer Program,0851557826052,kontak.badan-kreasi-muda@corp.id,"Jl. Pandanaran KM 1.8, RT 10/RW 10, kantor operasional Badan Kreasi Muda",Jawa-Bali,"Badan Kreasi Muda membuka program kolaborasi untuk UMKM pada bidang pelatihan, pendampingan bisnis, sertifikasi produk dengan bentuk dukungan kurasi produk, pendampingan konten, konsultasi legal.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000734.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000734.webp,true,false,,,2026-01-14 13:44:07,2026-02-12 13:44:07
MTR000735,MITRA-2026-00735,AKUN005985,ADM000216,LOK003906,JM08,AKTIF,PROVINSI,CV Pelatihan Wirausaha,CV Pelatihan Wirausaha,2151319544268,80.763.143.7-604.225,Gloria Prasetyo,PIC CSR,089914392551,kemitraan-cv-pelatihan-wirausaha@co.id,"Jl. Diponegoro No. 134 RT 06/RW 05, kantor operasional CV Pelatihan Wirausaha",Nasional,"CV Pelatihan Wirausaha berperan sebagai mitra pendamping yang menyediakan pendampingan konten, klinik konsultasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000735.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000735.webp,true,false,,,2025-10-19 07:23:37,2025-11-06 07:23:37
MTR000736,MITRA-2026-00736,AKUN005986,,LOK003929,JM03,NONAKTIF,PROVINSI,PT UMKM Naik Kelas,PT UMKM Naik Kelas,3157183587622,,Taufik Purnomo,Kepala Divisi UMKM,085374717406,pt-umkm-naik-kelas736@co.id,"Jl. Ki Hajar Dewantara Gang Arjuna No. 105, kantor operasional PT UMKM Naik Kelas",Nasional,"PT UMKM Naik Kelas membuka program kolaborasi untuk UMKM pada bidang digitalisasi, desain kemasan, pemasaran dengan bentuk dukungan kurasi produk, kemitraan penjualan, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000736.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000736.webp,false,true,2025-04-27 13:15:13,,2024-06-30 13:15:13,2024-07-28 13:15:13
MTR000737,MITRA-2026-00737,AKUN005987,ADM000048,LOK003952,JM03,AKTIF,NASIONAL,PT Kemitraan Lokal,PT Kemitraan Lokal,1866467039186,41.215.772.9-056.319,Ratna Anwar,PIC CSR,088287529598,order37.pt-kemitraan-lokal@or.id,"Jl. Pemuda KM 9.3, RT 11/RW 12, kantor operasional PT Kemitraan Lokal",Solo Raya,"PT Kemitraan Lokal membuka program kolaborasi untuk UMKM pada bidang distribusi, digitalisasi, desain kemasan dengan bentuk dukungan akses gudang, kemitraan penjualan, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000737.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000737.webp,true,false,,,2025-09-07 11:01:16,2025-11-13 11:01:16
MTR000738,MITRA-2026-00738,AKUN005988,ADM000167,LOK003975,JM11,AKTIF,KABUPATEN,Koperasi Logistik Rakyat,Koperasi Logistik Rakyat,,,Salma Basuki,PIC CSR,0813286321623,koperasi-logistik-rakyat738@corp.id,"Jl. Diponegoro Gang Cempaka No. 212, kantor operasional Koperasi Logistik Rakyat",Nasional,"Koperasi Logistik Rakyat berperan sebagai mitra pendamping yang menyediakan pinjaman lunak, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000738.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000738.webp,true,false,,,2026-02-11 07:06:59,2026-02-16 07:06:59
MTR000739,MITRA-2026-00739,AKUN005989,ADM000125,LOK003998,JM06,AKTIF,LOKAL,BPR Bina Usaha,BPR Bina Usaha Mandiri,3389435849049,,Sulastri Manggala,Business Development,0858321595033,usaha39.bpr-bina-usaha@mitra.id,"Kompleks Ruko Cemara Blok G No. 123, kantor operasional BPR Bina Usaha",Jawa-Bali,"BPR Bina Usaha membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, permodalan dengan bentuk dukungan pendampingan konten, pinjaman lunak, kurasi produk, mentoring.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000739.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000739.webp,true,false,,,2025-02-19 13:40:16,2025-03-01 13:40:16
MTR000740,MITRA-2026-00740,AKUN005990,ADM000113,LOK004021,JM10,AKTIF,EKSPOR,Studio Pangan Berdaya,Studio Pangan Berdaya Mandiri,1297930095588,63.256.793.3-135.518,Mardiyah Praisylia,PIC CSR,08219633611,studio-pangan-berdaya740@or.id,"Sentra UMKM Nusukan, Kios B73, kantor operasional Studio Pangan Berdaya",Kabupaten/Kota,"Studio Pangan Berdaya mendukung UMKM melalui kurasi produk, kemitraan penjualan, promosi digital pada bidang digitalisasi, promosi digital, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000740.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000740.webp,true,false,,,2024-11-28 02:50:37,2025-01-04 02:50:37
MTR000741,MITRA-2026-00741,AKUN005991,ADM000024,LOK004044,JM10,AKTIF,LOKAL,Agensi Klinik Bisnis Rakyat,Agensi Klinik Bisnis Rakyat Mandiri,1409592456040,79.183.783.4-179.164,Suyatno Fauziah,PIC CSR,08528507906,agensi-klinik-bisnis-rakyat.cs@go.id,"Jl. Kenanga No. 208 RT 02/RW 10, kantor operasional Agensi Klinik Bisnis Rakyat",Kabupaten/Kota,"Agensi Klinik Bisnis Rakyat berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, kemitraan penjualan, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000741.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000741.webp,true,false,,,2025-12-30 19:47:17,2026-01-19 19:47:17
MTR000742,MITRA-2026-00742,AKUN005992,ADM000061,LOK004067,JM03,AKTIF,KABUPATEN,PT Pusat Ekspor Pemula,PT Pusat Ekspor Pemula,9115075293745,,Puspita Widodo,Koordinator Kemitraan,08584271149,pt-pusat-ekspor-pemula.kontak@co.id,"Jl. Mangga KM 9.1, RT 04/RW 05, kantor operasional PT Pusat Ekspor Pemula",Online Nasional,"PT Pusat Ekspor Pemula membuka program kolaborasi untuk UMKM pada bidang digitalisasi, desain kemasan, pemasaran dengan bentuk dukungan bantuan alat, pendampingan konten, kurasi produk, promosi digital.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000742.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000742.webp,true,false,,,2025-03-09 11:50:37,2025-03-12 11:50:37
MTR000743,MITRA-2026-00743,AKUN005993,ADM000179,LOK004090,JM08,AKTIF,KABUPATEN,PT Sentra Pameran,PT Sentra Pameran,,,Anisa Haryanto,Business Development,087793472137,admin.pt-sentra-pameran@corp.id,"Sentra UMKM Klewer, Kios E215, kantor operasional PT Sentra Pameran",Jawa Tengah,"PT Sentra Pameran membuka program kolaborasi untuk UMKM pada bidang logistik, ekspor dengan bentuk dukungan pendampingan konten, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000743.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000743.webp,true,false,,,2026-01-17 10:31:30,2026-01-23 10:31:30
MTR000744,MITRA-2026-00744,AKUN005994,ADM000161,LOK004113,JM10,AKTIF,NASIONAL,Media Ekspor Mandiri,Media Ekspor Mandiri Mandiri,1239545503887,,Rina Kurniawan,PIC CSR,082121189783,media-ekspor-mandiri744@ac.id,"Jl. Slamet Riyadi Kav. 221 Blok A, kantor operasional Media Ekspor Mandiri",Jawa-Bali,"Media Ekspor Mandiri membuka program kolaborasi untuk UMKM pada bidang promosi digital, digitalisasi, pemasaran dengan bentuk dukungan promosi digital, pendampingan konten, kurasi produk, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000744.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000744.webp,true,false,,,2025-01-25 09:56:07,2025-02-04 09:56:07
MTR000745,MITRA-2026-00745,AKUN005995,,LOK004136,JM01,MENUNGGU_VERIFIKASI,PROVINSI,Badan Kemasan Kreatif,Badan Kemasan Kreatif Mandiri,9150568677313,45.247.052.8-068.366,Dian Firmansyah,Kepala Divisi UMKM,082287944802,sales.badan-kemasan-kreatif@ac.id,"Jl. Jambu Gang Pandan No. 196, kantor operasional Badan Kemasan Kreatif",Solo Raya,"Badan Kemasan Kreatif mendukung UMKM melalui kelas pelatihan, pendampingan konten, kurasi produk, fasilitasi sertifikasi pada bidang pendampingan bisnis, legalitas usaha. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000745.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000745.webp,false,false,,,2024-05-22 05:07:55,2024-06-06 05:07:55
MTR000746,MITRA-2026-00746,AKUN005996,ADM000191,LOK004159,JM03,AKTIF,LOKAL,CV Gerai Kurasi Produk,CV Gerai Kurasi Produk,3356054516688,,Bayu Fauzi,Business Development,085686657991,cv-gerai-kurasi-produk.kontak@co.id,"Pasar Klewer Los A-127, kantor operasional CV Gerai Kurasi Produk",Solo Raya,"CV Gerai Kurasi Produk berperan sebagai mitra pendamping yang menyediakan pendampingan konten, klinik konsultasi, kemitraan penjualan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000746.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000746.webp,true,false,,,2025-02-15 05:01:31,2025-04-15 05:01:31
MTR000747,MITRA-2026-00747,AKUN005997,ADM000007,LOK004182,JM12,AKTIF,PROVINSI,Lembaga Akselerator Pasar Digital,Lembaga Akselerator Pasar Digital Mandiri,1468771460494,12.256.286.1-824.405,Kartika Pertiwi,Manajer Program,088290024494,lembaga-akselerator-pasar-digital.kontak@gmail.com,"Pasar Kartasura Los H-137, kantor operasional Lembaga Akselerator Pasar Digital",Jawa-Bali,"Lembaga Akselerator Pasar Digital berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000747.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000747.webp,true,false,,,2025-02-06 19:24:28,2025-04-04 19:24:28
MTR000748,MITRA-2026-00748,AKUN005998,ADM000054,LOK004205,JM09,AKTIF,NASIONAL,Inkubator Sinergi Nusantara,Inkubator Sinergi Nusantara Mandiri,1480155977016,12.336.131.2-253.521,Galih Akmalin,Business Development,085675936023,order.inkubator-sinergi-nusantara@corp.id,"Kompleks Ruko Pasar Modern Blok A No. 180, kantor operasional Inkubator Sinergi Nusantara",Jawa-Bali,"Inkubator Sinergi Nusantara membuka program kolaborasi untuk UMKM pada bidang riset produk, digitalisasi, pemasaran dengan bentuk dukungan kelas pelatihan, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000748.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000748.webp,true,false,,,2025-05-21 15:06:35,2025-08-06 15:06:35
MTR000749,MITRA-2026-00749,AKUN005999,ADM000067,LOK004228,JM06,AKTIF,KABUPATEN,Bank Keuangan Rakyat,Bank Keuangan Rakyat Mandiri,2183632493482,65.260.096.3-103.640,Miftah Cahyono,Kepala Divisi UMKM,088265604760,halo-bank-keuangan-rakyat@corp.id,"Jl. Mangga Gang Arjuna No. 42, kantor operasional Bank Keuangan Rakyat",Jawa Tengah,"Bank Keuangan Rakyat berperan sebagai mitra pendamping yang menyediakan mentoring, pinjaman lunak, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000749.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000749.webp,true,false,,,2025-02-07 10:03:59,2025-02-24 10:03:59
MTR000750,MITRA-2026-00750,AKUN006000,,LOK004251,JM07,NONAKTIF,KABUPATEN,PT Karya Bersama,PT Karya Bersama,,,Fauzan Mutmainah,Business Development,085395444646,kemitraan50.pt-karya-bersama@or.id,"Jl. Brigjen Katamso Gang Sawo No. 94, kantor operasional PT Karya Bersama",Solo Raya,"PT Karya Bersama mendukung UMKM melalui kurasi produk, promosi digital pada bidang promosi digital, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000750.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000750.webp,false,false,,,2025-03-11 06:08:18,2025-03-28 06:08:18
MTR000751,MITRA-2026-00751,AKUN006001,ADM000026,LOK004274,JM02,AKTIF,KABUPATEN,PT Sentra Pendampingan,PT Sentra Pendampingan,,41.017.286.5-087.592,Annisa Kusumawati,Koordinator Kemitraan,08588406684,pt-sentra-pendampingan.halo@corp.id,"Jl. Wijaya Kusuma No. 90 RT 10/RW 08, kantor operasional PT Sentra Pendampingan",Online Nasional,"PT Sentra Pendampingan membuka program kolaborasi untuk UMKM pada bidang permodalan, pemasaran, distribusi, pelatihan dengan bentuk dukungan klinik konsultasi, akses pameran, promosi digital, mentoring.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000751.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000751.webp,true,false,,,2024-02-16 12:46:13,2024-02-18 12:46:13
MTR000752,MITRA-2026-00752,AKUN006002,ADM000001,LOK004297,JM06,AKTIF,NASIONAL,Bank Rumah Kemasan,Bank Rumah Kemasan Mandiri,,74.370.055.6-004.384,Lois Nuraini,Manajer Program,085346800447,order-bank-rumah-kemasan@or.id,"Pasar Klewer Los F-55, kantor operasional Bank Rumah Kemasan",Solo Raya,"Bank Rumah Kemasan berperan sebagai mitra pendamping yang menyediakan mentoring, konsultasi legal, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000752.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000752.webp,true,false,,,2025-09-05 03:45:40,2025-10-30 03:45:40
MTR000753,MITRA-2026-00753,AKUN006003,ADM000220,LOK004320,JM10,AKTIF,PROVINSI,Studio Mandiri Sejahtera,Studio Mandiri Sejahtera Mandiri,1228389467340,,Satria Nugroho,Kepala Divisi UMKM,085777730264,studio-mandiri-sejahtera753@co.id,"Jl. Sultan Agung Kav. 22 Blok B, kantor operasional Studio Mandiri Sejahtera",Kabupaten/Kota,"Studio Mandiri Sejahtera membuka program kolaborasi untuk UMKM pada bidang promosi digital, digitalisasi dengan bentuk dukungan pendampingan konten, promosi digital, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000753.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000753.webp,true,false,,,2024-09-21 18:57:12,2024-10-28 18:57:12
MTR000754,MITRA-2026-00754,AKUN006004,ADM000035,LOK004343,JM09,AKTIF,KABUPATEN,Akselerator Pasar Online Indonesia,Akselerator Pasar Online Indonesia Mandiri,1331244497686,69.175.035.8-421.366,Prabowo Ningsih,Business Development,085386567984,halo.akselerator-pasar-online-indonesia@gmail.com,"Jl. Adi Sumarmo KM 3.7, RT 03/RW 08, kantor operasional Akselerator Pasar Online Indonesia",Jawa Tengah,"Akselerator Pasar Online Indonesia mendukung UMKM melalui kelas pelatihan, klinik konsultasi, pendampingan konten pada bidang riset produk, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000754.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000754.webp,true,false,,,2025-02-26 21:52:03,2025-04-09 21:52:03
